,CTA Station,Station_Location,Venue,Venue Latitude,Venue Longitude,Venue Category
0,18th,"[41.857908, -87.669147]",5 Rabanitos,41.8578084376222,-87.67094688480553,Mexican Restaurant
1,18th,"[41.857908, -87.669147]",The Jibarito Stop,41.85778931973265,-87.66810067090742,Latin American Restaurant
2,18th,"[41.857908, -87.669147]",Carnitas Uruapan,41.8575446,-87.6696718,Mexican Restaurant
3,18th,"[41.857908, -87.669147]",Canton Regio,41.857971550034044,-87.66425762356093,Mexican Restaurant
4,18th,"[41.857908, -87.669147]",Harrison Park,41.8572493626136,-87.67355500257112,Park
5,18th,"[41.857908, -87.669147]",National Museum of Mexican Art,41.856038040550246,-87.6728401511436,Museum
6,18th,"[41.857908, -87.669147]",Paleteria El Sabor De Mexico,41.85777576473315,-87.66781084836627,Ice Cream Shop
7,18th,"[41.857908, -87.669147]",Costco,41.86217798070477,-87.66735679371845,Warehouse Store
8,18th,"[41.857908, -87.669147]",Cafe Jumping Bean,41.857846248228036,-87.66274738367372,Coffee Shop
9,18th,"[41.857908, -87.669147]",Taquería Los Comales 3,41.85790261893226,-87.66559293272772,Mexican Restaurant
10,18th,"[41.857908, -87.669147]",Taqueria El Mezquite,41.85779366734564,-87.67079904951035,Mexican Restaurant
11,18th,"[41.857908, -87.669147]",Nuevo Leon Bakery,41.857807403431984,-87.66749862791477,Bakery
12,18th,"[41.857908, -87.669147]",Taqueria El Milagro,41.85546207157815,-87.66311041077833,Mexican Restaurant
13,18th,"[41.857908, -87.669147]",La Michoacana,41.85685376485575,-87.6617982574662,Dessert Shop
14,18th,"[41.857908, -87.669147]",La Mejikana,41.857133000000005,-87.66646300000001,Mexican Restaurant
15,18th,"[41.857908, -87.669147]",'L' Cafecito Jumping Bean,41.85472628907706,-87.67597945940587,Coffee Shop
16,18th,"[41.857908, -87.669147]",La Casa Del Pueblo,41.85739344680798,-87.66155426900038,Mexican Restaurant
17,18th,"[41.857908, -87.669147]",Thalia Hall,41.85783222480576,-87.65729185972937,Rock Club
18,18th,"[41.857908, -87.669147]",Parkview Grill,41.85595741201784,-87.67609790541768,Diner
19,18th,"[41.857908, -87.669147]",Meztisoy,41.857737857909335,-87.67086586575758,Food & Drink Shop
20,18th,"[41.857908, -87.669147]",Azul 18,41.8580501,-87.6580224,Latin American Restaurant
21,18th,"[41.857908, -87.669147]",S.K.Y.,41.85786076872874,-87.65781234154781,New American Restaurant
22,18th,"[41.857908, -87.669147]",Dusek's,41.8578788498557,-87.65752740620148,Bar
23,18th,"[41.857908, -87.669147]",Punch House,41.85788825591795,-87.65753530239756,Cocktail Bar
24,18th,"[41.857908, -87.669147]",La Cecina,41.85807,-87.66515,Mexican Restaurant
25,18th,"[41.857908, -87.669147]",Tack Room,41.857718458171654,-87.65756624515284,Bar
26,18th,"[41.857908, -87.669147]",Atotonilcos,41.85873378509632,-87.66017942794906,Taco Place
27,18th,"[41.857908, -87.669147]",Pilsen Breakfast & Grill,41.85790359174156,-87.66337881639696,Breakfast Spot
28,18th,"[41.857908, -87.669147]",Birrieria Reyes de Ocotlan,41.857930707885586,-87.65986689597848,Mexican Restaurant
29,18th,"[41.857908, -87.669147]",Frida Room,41.85803,-87.663246,Breakfast Spot
30,18th,"[41.857908, -87.669147]",Pl-zeň,41.85783221657908,-87.6645150816919,Gastropub
31,18th,"[41.857908, -87.669147]",Raymond's Tacos,41.84877311835902,-87.6755392071835,Mexican Restaurant
32,18th,"[41.857908, -87.669147]",La Michoacana,41.85208590822447,-87.6777337436213,Mexican Restaurant
33,18th,"[41.857908, -87.669147]",La Esperanza,41.85618644262251,-87.66256142387583,Mexican Restaurant
34,18th,"[41.857908, -87.669147]",Ca Phe Da,41.858011634119485,-87.65360133466521,Vietnamese Restaurant
35,18th,"[41.857908, -87.669147]",Haisous Vietnamese Kitchen,41.85791043737854,-87.65333144462963,Vietnamese Restaurant
36,18th,"[41.857908, -87.669147]",Don Pedro Carnitas,41.857970335338514,-87.65381968456947,Taco Place
37,18th,"[41.857908, -87.669147]",Belli's Local Foods,41.85794540144896,-87.65727447306394,Grocery Store
38,18th,"[41.857908, -87.669147]",Honky Tonk BBQ,41.85795887732719,-87.65650767468985,BBQ Joint
39,18th,"[41.857908, -87.669147]",Conte Di Savoia European Specialties,41.86936263539156,-87.66326149831053,Sandwich Place
40,18th,"[41.857908, -87.669147]",Martin's Corner Bar,41.85149291447109,-87.67820312714547,Bar
41,18th,"[41.857908, -87.669147]",Addams-Medill Park,41.86273722832676,-87.66323524023105,Park
42,18th,"[41.857908, -87.669147]",Sabas Vega Carnitas Restaurant,41.85754002641299,-87.66614193461155,Taco Place
43,18th,"[41.857908, -87.669147]",Churro Factory,41.851654,-87.673546,Dessert Shop
44,18th,"[41.857908, -87.669147]",Stax Cafe,41.86930842578553,-87.66179545053492,Breakfast Spot
45,18th,"[41.857908, -87.669147]",Chitown Futbol,41.849724607439484,-87.65830155463374,Soccer Field
46,18th,"[41.857908, -87.669147]",Monnie Burke’s,41.85782398582006,-87.65563187490626,Cocktail Bar
47,18th,"[41.857908, -87.669147]",Costco Food Court,41.862146133133436,-87.6673978682922,Food Court
48,18th,"[41.857908, -87.669147]",Dvorak Park,41.85501165820091,-87.65378504645663,Park
49,18th,"[41.857908, -87.669147]",Textile Discount Outlet,41.85392988983362,-87.67961457284565,Arts & Crafts Store
50,18th,"[41.857908, -87.669147]",Pollo Express,41.85787587468133,-87.65949036553407,Latin American Restaurant
51,18th,"[41.857908, -87.669147]",Cermak Produce,41.85209154948948,-87.6692095381788,Grocery Store
52,18th,"[41.857908, -87.669147]",Gino's East,41.853977,-87.66835,Pizza Place
53,18th,"[41.857908, -87.669147]",Giordano's Pilsen,41.8577399,-87.6615831,Pizza Place
54,18th,"[41.857908, -87.669147]",Scafuri Bakery,41.86931412151884,-87.66058025802,Bakery
55,18th,"[41.857908, -87.669147]",La Cebollita Grill,41.85751924410217,-87.66609158748737,Mexican Restaurant
56,18th,"[41.857908, -87.669147]",Pilsen Community Book Shop,41.85800905771405,-87.65367235361553,Bookstore
57,18th,"[41.857908, -87.669147]",Sweet Maple Cafe,41.86932557353024,-87.66074742040155,Breakfast Spot
58,18th,"[41.857908, -87.669147]",Rosebud,41.86933724429767,-87.66422853934363,Italian Restaurant
59,18th,"[41.857908, -87.669147]",Forever Yogurt,41.86930045836776,-87.66486566383152,Frozen Yogurt Shop
60,18th,"[41.857908, -87.669147]",Motoworks,41.855501659242556,-87.68536143474023,Motorcycle Shop
61,18th,"[41.857908, -87.669147]",EL Ideas,41.8628466044529,-87.68672847174365,New American Restaurant
62,18th,"[41.857908, -87.669147]",Twisted Cantina,41.85850584735461,-87.66079265551093,Bar
63,18th,"[41.857908, -87.669147]",Davanti Enoteca Chicago,41.86920150937164,-87.66164346227755,Italian Restaurant
64,18th,"[41.857908, -87.669147]",Ignotz Ristorante,41.847784135078236,-87.6830037976459,Italian Restaurant
65,18th,"[41.857908, -87.669147]",Manjares Restaurant,41.85144498508381,-87.66630930542414,Mexican Restaurant
66,18th,"[41.857908, -87.669147]",ALDI,41.851574091046004,-87.67015980323777,Supermarket
67,18th,"[41.857908, -87.669147]",UIC South Fields,41.861700822744304,-87.65077998732929,Park
68,18th,"[41.857908, -87.669147]",The Duck Inn,41.84439152976563,-87.660044964604,Gastropub
69,18th,"[41.857908, -87.669147]",Pompei,41.86928512528142,-87.665521831074,Italian Restaurant
70,18th,"[41.857908, -87.669147]",Chilango,41.869300330145954,-87.66318616150981,Mexican Restaurant
71,18th,"[41.857908, -87.669147]",Bacchanalia,41.848076636092934,-87.68292619407944,Italian Restaurant
72,18th,"[41.857908, -87.669147]",Chicago Hope Cafe,41.86655563432384,-87.68725946396079,Café
73,18th,"[41.857908, -87.669147]",Simone's Bar,41.858114089965305,-87.65110387577658,Bar
74,18th,"[41.857908, -87.669147]",Mana Contemporary,41.85086848928149,-87.65752215853715,Art Gallery
75,18th,"[41.857908, -87.669147]",Lagunitas Brewing Company,41.857556170085864,-87.69204104605612,Brewery
76,18th,"[41.857908, -87.669147]",Mario's Italian Lemonade,41.869528517926156,-87.65378274010222,Dessert Shop
77,18th,"[41.857908, -87.669147]",Alulu,41.85460371234088,-87.66366768987831,Brewery
78,18th,"[41.857908, -87.669147]",Don's Grill,41.85649686394118,-87.68554687922708,Diner
79,18th,"[41.857908, -87.669147]",Tuscany,41.86963078840899,-87.65180697292573,Italian Restaurant
80,35th/Archer,"[41.829353, -87.680622]",Lindy's Chili & Gertie's Ice Cream,41.82681643629304,-87.68310037871537,Ice Cream Shop
81,35th/Archer,"[41.829353, -87.680622]",Nicky's Carry Out,41.830271749649185,-87.68434682971504,Hot Dog Joint
82,35th/Archer,"[41.829353, -87.680622]",McKinley Park,41.823397385887176,-87.67965316772461,Park
83,35th/Archer,"[41.829353, -87.680622]",La Palapa,41.832298281896776,-87.67553888424987,Seafood Restaurant
84,35th/Archer,"[41.829353, -87.680622]",Starbucks,41.83573151657887,-87.67479089890006,Coffee Shop
85,35th/Archer,"[41.829353, -87.680622]",Huck Finn Restaurant,41.83191,-87.67573,Diner
86,35th/Archer,"[41.829353, -87.680622]",Video Strip DVD & Video Game Rental,41.833969649893824,-87.67171151846168,Video Game Store
87,35th/Archer,"[41.829353, -87.680622]",New Archview Restaurant,41.83068017168731,-87.67748288938162,Diner
88,35th/Archer,"[41.829353, -87.680622]",Taqueria La Placita,41.830594,-87.67259399999999,Mexican Restaurant
89,35th/Archer,"[41.829353, -87.680622]",The Hut,41.82814738050387,-87.69453734899207,Hot Dog Joint
90,35th/Archer,"[41.829353, -87.680622]",Mariano's Fresh Market,41.83598598567402,-87.66361598934446,Grocery Store
91,35th/Archer,"[41.829353, -87.680622]",Marz Community Brewery,41.82786030288918,-87.65943933675022,Brewery
92,35th/Archer,"[41.829353, -87.680622]",Target,41.835711107823805,-87.67479548019479,Big Box Store
93,35th/Archer,"[41.829353, -87.680622]",cafeteria yesenia,41.816406,-87.665472,Cuban Restaurant
94,35th/Archer,"[41.829353, -87.680622]",Brighton Park,41.82992111131576,-87.69838571548462,Park
95,35th/Archer,"[41.829353, -87.680622]",Stanley's,41.815851565275125,-87.66531041707566,Bar
96,35th/Archer,"[41.829353, -87.680622]",D'Nuez,41.818414000000004,-87.69662,Café
97,35th/Archer,"[41.829353, -87.680622]",Eleven Eleven Jewelry,41.83153218739988,-87.65686571452778,Art Gallery
98,35th/Archer,"[41.829353, -87.680622]",Dunkin',41.822619504707866,-87.69078494786777,Donut Shop
99,35th/Archer,"[41.829353, -87.680622]",Xavier's,41.81213635364458,-87.68473454049709,Lounge
100,35th/Archer,"[41.829353, -87.680622]",Wet Paint Chicago,41.83147108897165,-87.65694496222113,Art Gallery
101,35th/Archer,"[41.829353, -87.680622]",Hamburger Heaven Express,41.839976982820936,-87.66129622593542,Diner
102,35th/Archer,"[41.829353, -87.680622]",El Chisme Mexican Restaurant,41.81266,-87.68495,Mexican Restaurant
103,35th/Archer,"[41.829353, -87.680622]",Dunkin',41.815714389886075,-87.66542202221706,Donut Shop
104,35th/Archer,"[41.829353, -87.680622]",Panda Express,41.829135,-87.700412,Chinese Restaurant
105,35th/Archer,"[41.829353, -87.680622]",SUBWAY,41.81531520307317,-87.66560745305145,Sandwich Place
106,35th/Archer,"[41.829353, -87.680622]",Hidden Park,41.82998412395799,-87.69809537154144,Basketball Court
107,35th/Archer,"[41.829353, -87.680622]",Right Price Furniture,41.816083,-87.683525,Furniture / Home Store
108,35th/Archer,"[41.829353, -87.680622]",Lakeshore Recycling Systems,41.833996,-87.700331,Recycling Facility
109,35th/Archer,"[41.829353, -87.680622]",Midwest Institution Food Distributors,41.827386,-87.70244100000001,Food
110,35th/Archer,"[41.829353, -87.680622]","W 36th and Albany, Chicago",41.82836000015538,-87.7030952077449,Arts & Entertainment
111,35th/Archer,"[41.829353, -87.680622]",El Milagro,41.827467,-87.703455,Factory
112,35th/Archer,"[41.829353, -87.680622]",Fatty's Hot Dogs,41.815657,-87.666035,Fast Food Restaurant
113,35th/Archer,"[41.829353, -87.680622]",East Bank Storage,41.83168374169418,-87.65696138284378,Building
114,35th/Archer,"[41.829353, -87.680622]",I-55 & Kedzie Ave,41.82924958203853,-87.70454775542021,Intersection
115,35th/Archer,"[41.829353, -87.680622]",Chicago Maritime Museum,41.831129,-87.656764,History Museum
116,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Illinois Eye Institute,41.835265,-87.62227899999999,Eye Doctor
117,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Yassa African Restaurant,41.83077998252134,-87.61690649584726,African Restaurant
118,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Guaranteed Rate Field,41.82987314517242,-87.63372302055359,Baseball Stadium
119,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Huetiful Salon,41.83203116006654,-87.61766755980568,Salon / Barbershop
120,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Starbucks,41.83072651,-87.62681974,Coffee Shop
121,35th-Bronzeville-IIT,"[41.831677, -87.625826]",A'Nu Salon & Spa,41.83049005267281,-87.61661466574077,Spa
122,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Historic Site of State Street Stroll,41.8311046,-87.6184003,Historic Site
123,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Mariano's Fresh Market,41.82425288580811,-87.61588952182137,Grocery Store
124,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Section 136,41.83033,-87.63414,Baseball Stadium
125,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Stadium Club,41.829609908287075,-87.63373520902698,Lounge
126,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Armour Square Park,41.83443196706756,-87.6352113018499,Park
127,35th-Bronzeville-IIT,"[41.831677, -87.625826]",South Side Community Art Center,41.82460148675287,-87.62288093976144,Art Gallery
128,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Kathy De's,41.82775099986832,-87.63993018809043,Hot Dog Joint
129,35th-Bronzeville-IIT,"[41.831677, -87.625826]",35th Street Red Hots,41.83088136101031,-87.63893742295008,Hot Dog Joint
130,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Perfect 10 Spa,41.838407000000004,-87.63499399999999,Cosmetics Shop
131,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Diamond Suites,41.830082072858616,-87.63400169872557,Baseball Stadium
132,35th-Bronzeville-IIT,"[41.831677, -87.625826]",LA Fitness,41.83200106213513,-87.61486509219873,Gym / Fitness Center
133,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Southtown Subs,41.83107882132788,-87.6201276358005,Sandwich Place
134,35th-Bronzeville-IIT,"[41.831677, -87.625826]",D3: Dre's Diesel Dome,41.84542028734087,-87.62288689613342,Gym / Fitness Center
135,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Colossal Crab & Miller Pizza Chicago,41.83104733392173,-87.62755033875472,Pizza Place
136,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Bronzville community,41.829566463681466,-87.62016883895356,Historic Site
137,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Ricobene's,41.84548308263435,-87.63389230631613,Pizza Place
138,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Chicago's Home Of Chicken & Waffles,41.82266517813711,-87.61669179157784,Southern / Soul Food Restaurant
139,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Bark N' Bites,41.830842184364066,-87.6439301038759,Pet Store
140,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Craft Kave,41.82920921287987,-87.63377448324279,Bar
141,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Freddie's Pizza,41.83792259904969,-87.64395529901704,Pizza Place
142,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Jackalope Coffee & Tea,41.83620532591772,-87.6459666671166,Coffee Shop
143,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Pancho Pistolas,41.83811497753944,-87.6439210978683,Mexican Restaurant
144,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Cork & Kerry,41.83460339602432,-87.63419316824013,Bar
145,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Culver's,41.83333874146226,-87.61643705141024,Fast Food Restaurant
146,35th-Bronzeville-IIT,"[41.831677, -87.625826]",31st Street Beach,41.83945842365255,-87.60802847302813,Beach
147,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Nana,41.834542630504096,-87.64603698283877,Café
148,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Pearl's Place,41.823703588274924,-87.62286838851045,Southern / Soul Food Restaurant
149,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Miller Lite Bullpen Sports Bar,41.82919383428206,-87.6337894537516,Sports Bar
150,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Sharks,41.831049819421416,-87.6198086334991,Seafood Restaurant
151,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Pier 31,41.838574680457576,-87.60666586782187,Café
152,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Ain't She Sweet Cafe,41.81681675268035,-87.61300407564259,Coffee Shop
153,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Carbon Live Fire Mexican Grill,41.84561332892914,-87.63479804053588,Mexican Restaurant
154,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Bernice's Tavern,41.835280905732816,-87.64626711023685,Bar
155,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Morrie O'Malley's Hot Dogs,41.830687,-87.643549,Hot Dog Joint
156,35th-Bronzeville-IIT,"[41.831677, -87.625826]",CTA - 35th-Bronzeville-IIT,41.83200539955257,-87.6259047257505,Train Station
157,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Grand Palace,41.84541411296657,-87.63284501577074,Chinese Restaurant
158,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Sip & Savor,41.81681724591577,-87.61287605920819,Coffee Shop
159,35th-Bronzeville-IIT,"[41.831677, -87.625826]","Hardscrabble Gifts, LLC",41.833371382160415,-87.64618301098406,Gift Shop
160,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Dunbar Park,41.84011913017148,-87.61859211943576,Park
161,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Turtle's Bar And Grill,41.83464210620202,-87.63291147823044,Bar
162,35th-Bronzeville-IIT,"[41.831677, -87.625826]",PNC Bank,41.830618,-87.626762,Bank
163,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Cermak Produce,41.83898579575155,-87.64592684336812,Grocery Store
164,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Kawa,41.832003097252944,-87.64603979482088,Japanese Restaurant
165,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Buffalo Wings & Rings,41.8316161,-87.6462546,Wings Joint
166,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Chicago Sports Depot,41.831161904259254,-87.63332411019873,Clothing Store
167,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Mitchell's Tap,41.83314398291837,-87.64623769349629,Bar
168,35th-Bronzeville-IIT,"[41.831677, -87.625826]",7-Eleven,41.83528501610373,-87.62589248646059,Convenience Store
169,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Grandstand Limited,41.83088384362006,-87.64129441043988,Sporting Goods Shop
170,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Subway,41.831227970127095,-87.62204923177126,Sandwich Place
171,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Gios Cafe & Deli,41.84359244542242,-87.64275499138172,Italian Restaurant
172,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Chicken and Waffles,41.822309000000004,-87.61631700000001,Breakfast Spot
173,35th-Bronzeville-IIT,"[41.831677, -87.625826]",The Bog,41.83535680823991,-87.62782668155481,College Rec Center
174,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Gallery Guichard,41.83050288817817,-87.6166244389035,Art Gallery
175,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Walgreens,41.83246126697113,-87.61611968278885,Pharmacy
176,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Taqueria San Jose,41.83491546173505,-87.64616794681362,Mexican Restaurant
177,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Old Comiskey Park Homeplate,41.831478251756174,-87.63429100952621,Historic Site
178,35th-Bronzeville-IIT,"[41.831677, -87.625826]",United Scout Lounge,41.82988603869596,-87.63482902186432,Lounge
179,35th-Bronzeville-IIT,"[41.831677, -87.625826]",La Mexicana Taqueria,41.83071385468989,-87.64663142089769,Mexican Restaurant
180,35th-Bronzeville-IIT,"[41.831677, -87.625826]",35 and Lake shore drive,41.831104,-87.60689,Beach
181,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Han 202,41.837958,-87.641753,Chinese Restaurant
182,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Wingstop,41.832425,-87.615098,Wings Joint
183,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Jimmy John's,41.83086817774053,-87.64096009310138,Sandwich Place
184,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Food Xpress,41.82397950884862,-87.62291090014595,Convenience Store
185,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Baskin-Robbins,41.83150981920054,-87.61495356728885,Ice Cream Shop
186,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Ace Bakery,41.8351302922053,-87.64619634266352,Bakery
187,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Nail Station,41.830104,-87.645778,Spa
188,35th-Bronzeville-IIT,"[41.831677, -87.625826]",George's Restaurant,41.83122045161415,-87.64613204241768,Burger Joint
189,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Shinnick's Pub,41.82534492464715,-87.64371746929993,Bar
190,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Impallaria Bakery,41.84019010439125,-87.64150708811698,Bakery
191,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Redbox,41.832721,-87.617004,Video Store
192,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Happiness Chinese,41.83404387642428,-87.64617153410947,Chinese Restaurant
193,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Fed Ex Office,41.83110804410066,-87.62726878060751,Shipping Store
194,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Wingstop,41.839296000000004,-87.646989,Wings Joint
195,35th-Bronzeville-IIT,"[41.831677, -87.625826]",Domino's Pizza,41.831091,-87.618388,Pizza Place
196,43rd,"[41.816462, -87.619021]",Ain't She Sweet Cafe,41.81681675268035,-87.61300407564259,Coffee Shop
197,43rd,"[41.816462, -87.619021]",Sip & Savor,41.81681724591577,-87.61287605920819,Coffee Shop
198,43rd,"[41.816462, -87.619021]",Mariano's Fresh Market,41.82425288580811,-87.61588952182137,Grocery Store
199,43rd,"[41.816462, -87.619021]",Blues Brothers Mural / Shelly's Loan & Jewelry Co.,41.80939090482649,-87.61951741077655,Plaza
200,43rd,"[41.816462, -87.619021]",Peach's Restaurant,41.80948067255555,-87.61700925698138,Breakfast Spot
201,43rd,"[41.816462, -87.619021]",Chicago Blues District,41.81007053839409,-87.61410509512463,Jazz Club
202,43rd,"[41.816462, -87.619021]",Parkway Ballroom,41.813141879084235,-87.61606404680725,Food
203,43rd,"[41.816462, -87.619021]",Chicago's Home Of Chicken & Waffles,41.82266517813711,-87.61669179157784,Southern / Soul Food Restaurant
204,43rd,"[41.816462, -87.619021]",gallery guichard,41.80954705679052,-87.61455723289782,Art Gallery
205,43rd,"[41.816462, -87.619021]",Abundance Bakery,41.809128,-87.622411,Bakery
206,43rd,"[41.816462, -87.619021]",Simply Soup Salad  & Sandwiches,41.809473421245485,-87.6099820318156,Deli / Bodega
207,43rd,"[41.816462, -87.619021]",Some Like It Black Creative Arts Bar,41.8184315929542,-87.60525095247108,Juice Bar
208,43rd,"[41.816462, -87.619021]",Just Turkey Restaurant,41.8152483278377,-87.60621227593978,BBQ Joint
209,43rd,"[41.816462, -87.619021]",Harold Washington Cultural Center,41.80939497931308,-87.61630169981821,Performing Arts Venue
210,43rd,"[41.816462, -87.619021]",Yassa African Restaurant,41.83077998252134,-87.61690649584726,African Restaurant
211,43rd,"[41.816462, -87.619021]",Norman's Bistro,41.81679481240921,-87.60180942790595,Restaurant
212,43rd,"[41.816462, -87.619021]",South Side Community Art Center,41.82460148675287,-87.62288093976144,Art Gallery
213,43rd,"[41.816462, -87.619021]",Two Fish Crab Shack,41.80938569255865,-87.60970578074011,Seafood Restaurant
214,43rd,"[41.816462, -87.619021]",The Lakefront,41.82184492892107,-87.5988948117684,Beach
215,43rd,"[41.816462, -87.619021]",Pearl's Place,41.823703588274924,-87.62286838851045,Southern / Soul Food Restaurant
216,43rd,"[41.816462, -87.619021]",A'Nu Salon & Spa,41.83049005267281,-87.61661466574077,Spa
217,43rd,"[41.816462, -87.619021]",Huetiful Salon,41.83203116006654,-87.61766755980568,Salon / Barbershop
218,43rd,"[41.816462, -87.619021]",Chicken and Waffles,41.822309000000004,-87.61631700000001,Breakfast Spot
219,43rd,"[41.816462, -87.619021]",Guaranteed Rate Field,41.82987314517242,-87.63372302055359,Baseball Stadium
220,43rd,"[41.816462, -87.619021]",Oakwood Beach,41.82227826070746,-87.59769871700759,Beach
221,43rd,"[41.816462, -87.619021]",Little Black Pearl,41.80972516413735,-87.59937278843168,Art Gallery
222,43rd,"[41.816462, -87.619021]",Historic Site of State Street Stroll,41.8311046,-87.6184003,Historic Site
223,43rd,"[41.816462, -87.619021]",Uncle J's BBQ,41.80948775689409,-87.61364741185669,BBQ Joint
224,43rd,"[41.816462, -87.619021]",De Rice,41.809826,-87.60345600000001,Asian Restaurant
225,43rd,"[41.816462, -87.619021]",LA Fitness,41.83200106213513,-87.61486509219873,Gym / Fitness Center
226,43rd,"[41.816462, -87.619021]",Gorée Cuisine,41.80975217657005,-87.59811669588089,African Restaurant
227,43rd,"[41.816462, -87.619021]",Blanc,41.81358469194898,-87.6160032633152,Art Gallery
228,43rd,"[41.816462, -87.619021]",Starbucks,41.83072651,-87.62681974,Coffee Shop
229,43rd,"[41.816462, -87.619021]",Bronzville community,41.829566463681466,-87.62016883895356,Historic Site
230,43rd,"[41.816462, -87.619021]",Section 136,41.83033,-87.63414,Baseball Stadium
231,43rd,"[41.816462, -87.619021]",Stadium Club,41.829609908287075,-87.63373520902698,Lounge
232,43rd,"[41.816462, -87.619021]",Walgreens,41.802940478307704,-87.60711014270782,Pharmacy
233,43rd,"[41.816462, -87.619021]",200 Liquors,41.80955327838536,-87.620875553998,Liquor Store
234,43rd,"[41.816462, -87.619021]",Renaissance Bronzeville,41.80992425359912,-87.6160778012933,Lounge
235,43rd,"[41.816462, -87.619021]",Southtown Subs,41.83107882132788,-87.6201276358005,Sandwich Place
236,43rd,"[41.816462, -87.619021]",Nickys Gyros,41.817019,-87.631525,Fast Food Restaurant
237,43rd,"[41.816462, -87.619021]",39th St Beach,41.82489846261516,-87.59891410336346,Beach
238,43rd,"[41.816462, -87.619021]",Diamond Suites,41.830082072858616,-87.63400169872557,Baseball Stadium
239,43rd,"[41.816462, -87.619021]",Bronzeville Jerk Shack,41.80214899521251,-87.61940201081217,Caribbean Restaurant
240,43rd,"[41.816462, -87.619021]",Mamby on the Beach,41.821452036104986,-87.5971971195873,Beach
241,43rd,"[41.816462, -87.619021]",Kennicott Park,41.81448964121747,-87.59771038867953,Park
242,43rd,"[41.816462, -87.619021]",Chess Records,41.80378140330802,-87.60977544034529,Historic Site
243,43rd,"[41.816462, -87.619021]",Food Xpress,41.82397950884862,-87.62291090014595,Convenience Store
244,43rd,"[41.816462, -87.619021]",Culver's,41.83333874146226,-87.61643705141024,Fast Food Restaurant
245,43rd,"[41.816462, -87.619021]",Craft Kave,41.82920921287987,-87.63377448324279,Bar
